Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 21:55:18 EDT,2020-07-30,21:55:18,Link,0,0,0,0,0,0,0,0,0,0,,No,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922697408216022,Well worth watching this video!!!!,https://www.facebook.com/groups/329620620894984/permalink/868249853698722/,,,This is a re-share of a post,All these diversions are to blind us to the fully developed Marxist plan which is the true agenda. DOUGLAS MURRAY brilliantly exposes what is happening now,,,,-42
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 21:49:12 EDT,2020-07-30,21:49:12,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922694428216320,,,,,,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 21:30:59 EDT,2020-07-30,21:30:59,Link,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922686091550487,I think this is quite funny! Perhaps there is something wrong with me?????,https://ktrh.iheart.com/featured/michael-berry/content/2020-07-29-blmanitfa-goon-tries-shooting-jeep-misses-hits-two-fellow-comrades/,,,BLM/Anitfa Goon Opens Fire On Jeep During “Protest” Misses & Ends Up Wounding Two Fellow BLM/Anitfa Comrades | NewsRadio 740 KTRH | Michael Berry,BLM/Anitfa Goon Opens Fire On Jeep During “Protest” Misses & Ends Up Wounding Two Fellow BLM/Anitfa Comrades,,,,-0.83
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1835,N/A,2020-07-29 21:07:50 EDT,2020-07-30,21:07:50,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1493155294206155,,https://www.facebook.com/photo.php?fbid=10158874066125799&set=p.10158874066125799&type=3,,,Angela,"For anyone that is interested in the credentials of all the “ white coat doctors “ that are being discredited and banned.... Here you go!!!

The panel of doctors that were banned👇🏻

Simone Gold, MD - Emergency Medicine Specialist in Los Angeles, CA and has over 31 years of experience in the medical field.  She graduated from Rosalind Franklin University Of Medicine Science/The Chicago Medical School medical school in 1989.  She is affiliated with Centinela Hospital Medical Center. 

Dr. Bob Hamilton - pediatrician from Santa Monica, California. Medical School UCLA Geffen School of Medicine, Los Angeles, CA. Internship UCLA Geffen School of Medicine, Los Angeles, CA. Residency UCLA Geffen School of Medicine, Los Angeles, CA. 

Dr. Stella Emmaneul - primary care doctor in Houston, Tx. Went to medical school in West Africa, Nigeria. Has practiced in Louisiana and now resides in Texas where she has treated more than 350 Covid patients.  

Dr. Dan Erickson, DO - Emergency Medicine Specialist in Bakersfield, CA and has over 16 years of experience in the medical field. He graduated from Western Univ Of Health Sciences/College Of Osteopathic Medicine Of The Pacific, Western University Of Health Sciences medical school in 2004. (While both degrees mean your doctor is a licensed physician, their training differs slightly, and each has a unique perspective on care. “An M.D. follows an allopathic medical training path, whereas a D.O. follows osteopathic,”) 

Dr. James Todaro, MD - a Ophthalmology Specialist received his medical degree from Columbia University, Vagelos College of Physicians and Surgeons in NY, and completed his surgical training with four additional years of residency in ophthalmology. 

Dr. Joe Ladapo MD, PhD - Physician at UCLA and clinical researcher. Internal Medicine, American Board of Internal Medicine, 2011. 
Residency Internal Medicine, Beth Israel Deaconess Med Ctr-East Campus, 2009-2011. 
Internship Internal Medicine, Beth Israel Deaconess Med Ctr-East Campus, 2008-2009. Degree Harvard Medical School, MD, 2008 Harvard University Grad. School of Arts, Sciences, PhD, 2008.

These people should be American Heroes bringing important information and dialogue to light but instead they are being censored and bullied.... don’t you think it’s time you began to ask why? 🧐

Thanks Amber Jazek",,,,-0.82
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 21:06:55 EDT,2020-07-30,21:06:55,YouTube,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922673364885093,,https://www.youtube.com/watch?v=imJw2vBETjU&feature=share,,,"""It's All A SMOKESCREEN"" (only a few people know about this)","""They threatened me!"" ► Special thanks to Robert Kiyosaki. YT - https://www.youtube.com/user/RDdotcom IG - https://www.instagram.com/therealkiyosaki FB - htt...",,,,-9.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:47:18 EDT,2020-07-30,20:47:18,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922664651552631,????,https://7news.com.au/sunrise/on-the-show/teenagers-at-centre-of-queensland-coronavirus-border-scandal-identified-c-1204127,,,Teens at centre of Queensland COVID border scandal identified,,,,,-42
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:43:13 EDT,2020-07-30,20:43:13,Status,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922663084886121,,,,,,,,,,-10.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:42:52 EDT,2020-07-30,20:42:52,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922662944886135,,,,,,,,,,-21
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:33:10 EDT,2020-07-30,20:33:10,Native Video,24,6,3,6,0,1,6,2,0,0,share,-,0,3067799,0,00:03:10,https://www.facebook.com/groups/643541389464960/permalink/922657928219970,This is a joke,,,,,,,,,1.26
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:30:39 EDT,2020-07-30,20:30:39,Link,7,4,0,0,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922656761553420,DO IT BOBBY KATTER DO IT>,https://cairnsnews.org/2020/07/30/katter-to-kick-the-communists-out-of-universities/,,,Katter to kick the communists out of universities,"Federal Member for Kennedy, Bob Katter has pleaded with North Queensland MPs and candidates (state and federal) to support an inquiry by the Parliamentary Joint Committee on Intelligence and Securi…",,,,-3
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:25:37 EDT,2020-07-30,20:25:37,Native Video,1,0,0,0,0,0,0,0,1,0,share,-,0,41733,0,00:11:05,https://www.facebook.com/groups/643541389464960/permalink/922654484886981,Be Vigilant know what our kids are watching.,,,,,,,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:21:50 EDT,2020-07-30,20:21:50,Native Video,5,4,0,1,0,0,0,0,0,0,share,-,0,578972,0,00:12:52,https://www.facebook.com/groups/643541389464960/permalink/922652721553824,,,,,,,,,,-3.8
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:19:24 EDT,2020-07-30,20:19:24,Native Video,10,6,3,1,0,0,0,0,0,0,share,-,0,2136774,0,00:52:47,https://www.facebook.com/groups/643541389464960/permalink/922651748220588,Who Australian police serve?,,,,,,,,,-1.9
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:18:34 EDT,2020-07-30,20:18:34,Native Video,10,8,0,1,1,0,0,0,0,0,share,-,0,2920265,0,00:15:06,https://www.facebook.com/groups/643541389464960/permalink/922651374887292,,,,,,,,,,-1.9
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:16:37 EDT,2020-07-30,20:16:37,Native Video,1,1,0,0,0,0,0,0,0,0,share,No,0,117769,0,00:09:43,https://www.facebook.com/groups/643541389464960/permalink/922650514887378,,https://www.facebook.com/scottmorrison4cook/videos/590283975192365/,,,Scott Morrison (ScoMo),"The situation we’ve been facing with aged care, particularly in Victoria in recent days and weeks, is incredibly distressing.

I want to assure those families, and indeed all Australians, our focus is firmly on fixing the problem and keeping Australians safe. We are taking action to address the issues, including:

1. Stood up the Victorian Aged Care Response Centre, led by Joe Buffone, to stay on top of, and ahead of, any potential outbreaks that emerge in those facilities.
2. Ensuring better communication with families of residents in affected facilities.
3. Isolating staff in facilities that have infections and moving as quickly as possible to get replacement staff in, including deploying ADF nurses, to help limit the spread of the virus.
4. Transferring patients with the virus out of aged care facilities into both public and private hospitals.
5. Deploying AUSMAT teams to act as first responders in facilities that are in critical response.
6. Ensuring aged care facilities across Melbourne and their staff are compliant with infection control procedures.

The challenges of dealing with aged care during this pandemic are complex and not unique to Australia. The cause for transmission into aged care facilities has primarily come through the infection of staff, more broadly in the community, who in many cases were unaware they had the virus, and by the time they became aware, had been at work. That’s why it’s so important if you feel sick at all, please stay home and get tested.

We are continuing to work together with the Victorian Government to ensure we're doing everything we can to address this heartbreaking situation and will continue to provide updates over the coming days.",,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:16:22 EDT,2020-07-30,20:16:22,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922650414887388,,https://cairnsnews.org/2020/07/30/bill-gates-and-dr-anthony-faucis-dna-altering-vaccine-has-a-20-serious-injury-rate/,,,Bill Gates and Dr Anthony Fauci’s DNA altering vaccine has a 20% serious injury rate,"There are already 5 proven cures that Big Pharma, Youtube, Facebook keep taking down Big Pharma owns Australian politicians and the Australian Medical Association from Children’s Health Defen…",,,,-21
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:11:45 EDT,2020-07-30,20:11:45,Native Video,5,5,0,0,0,0,0,0,0,0,share,-,0,38368,0,00:29:48,https://www.facebook.com/groups/643541389464960/permalink/922648361554260,"Media hates this guy I like him checked out his stories over the past 6 years ,Democrats really dispose him.",,,,,,,,,-3.8
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:08:07 EDT,2020-07-30,20:08:07,Native Video,3,2,0,1,0,0,0,0,0,0,share,-,0,2611662,0,00:06:51,https://www.facebook.com/groups/643541389464960/permalink/922646741554422,For members who are not aware of this monument.,,,,,,,,,-6.33
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:06:13 EDT,2020-07-30,20:06:13,Native Video,1,1,0,0,0,0,0,0,0,0,share,-,0,112414559,0,00:05:01,https://www.facebook.com/groups/643541389464960/permalink/922645828221180,,,,,,,,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:04:34 EDT,2020-07-30,20:04:34,Photo,9,3,0,2,3,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922645064887923,Laine Chapman 😂😂 I couldn't stop laughing.,,,,,,,,,-2.56
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 20:01:58 EDT,2020-07-30,20:01:58,Photo,14,8,0,2,0,0,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922643981554698,,https://www.facebook.com/photo.php?fbid=166426698286960&set=gm.922643981554698&type=3,,,,,,,,-1.64
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1825,N/A,2020-07-29 19:59:00 EDT,2020-07-29,19:59:00,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,695290,0,00:27:55,https://www.facebook.com/groups/1218342048354149/permalink/1493101637544854,They're back!,https://www.facebook.com/gavin.elliott.7330/videos/337731860961821/,,,Gavin,THE DOCS ARE BACK AFTER BEING CENSORED,,,,-34
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 19:48:11 EDT,2020-07-29,19:48:11,YouTube,7,5,0,1,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922637811555315,"Michael Whitehouse excellent This guy knows and has studied our legal human rights act,important to all of us in Australia ,and all free countries.",https://www.youtube.com/watch?v=jtWDoIr-3CE&feature=share,,,Arrest And Assault of Herbert Riley By Victorian Police Intimidation,Arrest And Assault of Herbert Riley By Victorian Police Intimidation. https://www.youtube.com/watch?v=7rOYlg2fqMU&t=2s Victoria Police contracts exposed. New...,,,,-2.71
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1825,N/A,2020-07-29 18:50:35 EDT,2020-07-29,18:50:35,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1493051550883196,"A gentleman's response to my ""COVID-19 FECAL TRANSMISSION"" posting: "" I have never understood the no lid thing in hospitals.Can you say C diff?"" i.e. a comment to me: ===================================== Sir, YOU R CORRECT! C-Diff is contagious! AND, yes, this is a universal issue that is NOT corrected i.e. $ and time issue and “time” is $. How about the ""lidless toilets'"" in the nursing homes? Diarrhea is just one symptom of COVID-19, i.e. where is this feces being dumped? In facilities, there are ""sub rooms"" called ""dirty rooms” , which also have no toilets with a lid? How about the COVID-19 patients feces in hospital rooms, i.e. not just in ICUs? How about the “lidless toilets” in nursing homes, in restaurants and bars, schools, churches ? There are many ""diseases/microorganisms"" that show up in ""human and/or animal feces"" as well as in ""human blood"". The sad issue is that too many people are being too PC and/or too nefarious to tell the ""truths"" about most ""contagious diseases""? As a retired OR RN, when I happened to find out, that there are many “contagious” disease in all ""recipients organs"", I was appalled. *I believe that an ""Organ Transplant"" is a blessing to the ""recipient""! However, I wonder, how many recipients know that their ""organs"" are diseased with contagions? I wonder how many recipients have been told specifically. ALL ORGANS COME WITH A LIST of the ""DISEASES, etc. that the ""DONOR"" has had. My opinions, Be Safe! ""frenchie"" i.e. Helen M. French BSN, ADN/RN, an operating room nurse for decades with also 20 years of ""employment/awarded"" endeavors at a Trauma Level 1 Teaching Hospital, i.e. ""University of Virginia Health System"" operating room arena"" as a RN ""Circulator and Scrub"" in ALL operating room specialties and other ancillary units; Founder and Coordinator of the UVA MERCI Program for 16 years, which still exists in 2020 as well as a mother, and a grandmother to whom ALL life is precious i.e. death KNOWS no age, race, gender, religion, or political affiliation.",https://www.facebook.com/photo.php?fbid=3180485798733997&set=p.3180485798733997&type=3,,,Helen M.,"A gentleman's response to my ""COVID-19 FECAL TRANSMISSION"" posting: 
 "" I have never understood the no lid thing in hospitals.Can you say C diff?"" i.e. a comment to me:
=====================================
Sir, YOU R CORRECT!  C-Diff is contagious!  AND, yes, this is a universal issue that is NOT corrected i.e. $ and time issue and “time” is $.   How about the ""lidless toilets'"" in the nursing homes?  Diarrhea is just one symptom of COVID-19, i.e. where is this  feces being dumped?  In facilities, there are ""sub rooms"" called ""dirty rooms” , which also have no toilets with a lid?  How about the COVID-19 patients feces in hospital rooms, i.e. not just in ICUs?  How about the “lidless toilets” in nursing homes, in restaurants and bars, schools, churches ?   There are many ""diseases/microorganisms"" that show up in ""human and/or animal feces"" as well as in ""human blood"".  The sad issue is that too many people are being too PC and/or too nefarious to tell the ""truths"" about most ""contagious diseases""?   As a retired OR RN, when I happened to find out, that there are many “contagious” disease in all ""recipients organs"", I was appalled.  *I believe that an ""Organ Transplant"" is a blessing to the ""recipient""!   However, I wonder, how many recipients know that their ""organs"" are diseased with contagions?  I wonder how many recipients have been told specifically.   ALL ORGANS COME WITH A LIST of the ""DISEASES, etc. that the ""DONOR"" has had.  My opinions,  Be Safe! ""frenchie"" i.e. Helen M. French BSN, ADN/RN, an operating room nurse for decades with also 20 years of ""employment/awarded"" endeavors at a Trauma Level 1 Teaching Hospital, i.e. ""University of Virginia Health System"" operating room arena"" as a RN ""Circulator and Scrub"" in ALL operating room specialties and other ancillary units; Founder and Coordinator of the UVA MERCI Program for 16 years, which still exists in 2020 as well as a mother, and a grandmother to whom ALL life is precious i.e. death KNOWS no age, race, gender, religion, or political affiliation.",,,,-34
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 18:33:20 EDT,2020-07-29,18:33:20,Status,29,3,25,0,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159498859666789,"Hi, I wanted to ask if anyone suffers with any side effects from using hand sanitiser? I start sneezing violently/runny nose after about 5mins of it being applied - very distressing..! Looking for natural suggestions as well. Thank you in advance x",,,,,,,,,-2
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 17:46:08 EDT,2020-07-29,17:46:08,Link,27,9,13,5,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922584901560606,"What's change . Farce mask: it's safe for only 20 minutes Farce mask: it's safe for only 20 minutes April 27, 2003 — 10.00am Retailers who cash in on community fears about SARS by exaggerating the health benefits of surgical masks could face fines of up to $110,000. NSW Fair Trading Minister Reba Meagher yesterday warned that distributors and traders could be prosecuted if it was suggested the masks offered unrealistic levels of protection from the disease. ""I'm sure everyone would agree that it is un-Australian to profiteer from people's fears and anxieties,"" Ms Meagher said. ""There appears to be some debate about whether surgical masks are able to minimise the effects of SARS."" Ms Meagher said her department would investigate any complaints about false mask claims which concerned the public ",https://www.google.com.au/amp/s/amp.smh.com.au/national/farce-mask-its-safe-for-only-20-minutes-20030427-gdgnyo.html,,,Farce mask: it's safe for only 20 minutes,"NationalHealthThis was published 17 years agoFarce mask: it's safe for only 20 minutes April 27, 2003 — 10.00amRetailers who cash in on community fears about SARS by exaggerating the health benefits of surgical masks could face fines of up to $110,000. NSW Fair Trading Minister Reba Meagher yester...",,,,1.29
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 17:31:02 EDT,2020-07-29,17:31:02,Photo,7,5,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922575688228194,,https://www.facebook.com/photo.php?fbid=4051797291560853&set=p.4051797291560853&type=3,,HEAD EMERGENCY DR ADMITS THERE IS NO EPIDEMIC,Paul,"I personally spoke to the head Dr in emergency in a major hospital in Melbourne and he is the regional oversite Dr who totally agreed there is not an epidemic!!!
He said it’s effecting elderly BUT no more than the flu always does !!!
But if anything there is an epidemic of suicides because of the crazy panic and fear mongering and lockdowns !!!
Thousands !!!!!",,,,-3.29
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 16:30:40 EDT,2020-07-29,16:30:40,Status,24,0,24,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159498617261789,Hi.. Has anyone experienced oral thrush in newborns? I never experienced it with my other kids so im not sure if its thrush or alot of breastmilk. Do you know of any natural ways to treat it if it is thrush? I dont have any symptoms either.,,,,,,,,,-2.42
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1825,N/A,2020-07-29 15:26:12 EDT,2020-07-29,15:26:12,Photo,11,0,3,2,0,2,0,1,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1492943730893978,NYC schools will mandate a Covid19 shot!,https://www.facebook.com/photo.php?fbid=10222001739370243&set=gm.693568741195643&type=3,,,Valerie,"Last year, we lost the religious exemption. Then, they made the medical exemption almost impossible to get. This is next. Coincidence? Can you see how losing the religious exemption, and essentially the medical exemption, affected all of us?

https://learndoe.org/face/recordings/",,,,-0.35
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 14:09:37 EDT,2020-07-29,14:09:37,Status,44,2,42,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159498217881789,"Hello, everyone! I gave birth two weeks ago and when I registered my baby to the Gp, the Gp told me that the 6 weeks checkup is cancelled for the moment and will be done in the same time with the 8 weeks immunisations. I told the Gp that I will not give any vaccines and told me that is my choice, but I have to fill up a form that I do not want to vaccinate. Is any of you filled the form? Thank you!",,,,,,,,,-1.32
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 14:09:33 EDT,2020-07-29,14:09:33,Status,16,0,16,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159498232486789,Picture in comments . What is best to give my daughter for abcess on the gums . She is waiting for dentist appointment but until then what can I use from natural staff to help ?,,,,,,,,,-3.62
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 13:32:15 EDT,2020-07-29,13:32:15,Status,7,0,6,0,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159498162526789,"Wondering if anyone has any experience on this, My 6 year old had just been referred for a Scan of His Lymph nodes on His Neck and a few lumps behind His Ear, She did say that She didn’t think it was anything to worry about but He was quite lumpy so it was best to get it checked, naturally I’m worried, I know it can be common for children’s Glands to swell up but personally My other kids have never had this. Thanks",,,,,,,,,-8.29
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1536,N/A,2020-07-29 13:11:49 EDT,2020-07-29,13:11:49,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2407622549538645,,https://www.regulations.gov/document?D=CDC-2020-0081-0001&fbclid=IwAR3Yg5x9IyU3rUhw6PztAIR-zcT99KBWIc4gKGIHV_oqz-i2mhPas-riMWY,,,www.regulations.gov,,,,,-38
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 12:42:24 EDT,2020-07-29,12:42:24,Status,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159497990866789,"Hi all, a friend of mine has had a stroke in his eye (!) and now how some vision loss, any suggestions ? They've been to Moorfields and they say its permenant.",,,,,,,,,-19.33
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 11:49:32 EDT,2020-07-29,11:49:32,Status,5,1,4,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159497885376789,"Hello lovelies, is anyone in Fowey that has arnica? We are staying at Fowey Hall and I can’t find any Arnica anywhere",,,,,,,,,-11.6
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39903,N/A,2020-07-29 11:49:09 EDT,2020-07-29,11:49:09,Status,29,3,25,0,0,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159497752121789,"Afternoon! I’m worried my teeth and gums are suffering due to breast feeding they’re very painful and feel weak and Im also suffering with frequent mouth ulcers! What’s best to boost my calcium and to strengthen them, could using fluoride free toothpaste be making it worse? Online advice keeps suggesting fluoride toothpaste! Thanks x",,,,,,,,,-2
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1825,N/A,2020-07-29 11:24:59 EDT,2020-07-29,11:24:59,Link,17,4,6,7,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1492764307578587,"URGENT!!! CDC is holding a mandatory meeting TODAY (Wednesday 7/29/2020) to decide whether or not to MANDATE the COVID vaccine for adults and children. Go to this site, click on the docket, and leave your comment. Share! Share! Share!! Of course, Facebook is blocking the link so you’ll need to open in another browser.",https://www.regulations.gov/docket?D=CDC-2020-0081,,,Advisory Committee on Immunization Practices (ACIP),Docket Folder Summary,,,,-1.18
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1825,N/A,2020-07-29 11:24:48 EDT,2020-07-29,11:24:48,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1492763834245301,"URGENT!!! CDC is holding a mandatory meeting TODAY (Wednesday 7/29/2020) to decide whether or not to MANDATE the COVID vaccine for adults and children. Go to this site, click on the docket, and leave your comment. Share! Share! Share!! Of course, Facebook is blocking the link so you’ll need to open in another browser.",https://www.regulations.gov/docket?D=CDC-2020-0081,,,Advisory Committee on Immunization Practices (ACIP),Docket Folder Summary,,,,-20
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 10:56:06 EDT,2020-07-29,10:56:06,Photo,15,6,5,0,0,0,1,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922344841584612,Blocked disgusting little man Pee off,https://www.facebook.com/photo.php?fbid=3182896661804741&set=p.3182896661804741&type=3,,"Noit mae l'llbe myself opinions disgusted oughts Btw You look stunr w deliver Takei MONAT 1:14AM 12:09AM girlfriendthinks look stunning 12:22AM you... oke hat's long, hard and theanswer not what thinking cumber Ben Davies Message Quad Camera Galaxy A51 n Sydney, Australia ng Quad amera dylely 201A51 Ben's About Info",Angie,"DO You think I'm stupid.

 BEN DAVIES TAKE YOUR SLEAZY 
NOT FUNNY DUMB JOKES AND PEE OFF YOU DISGUSTING LITTLE BOY .WELL GUYS ANOTHER ONE BITES THE DUST.",,,,-1.53
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 10:14:02 EDT,2020-07-29,10:14:02,Status,3,1,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/922318481587248,,,,,,,,,,-7.67
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-29 10:07:53 EDT,2020-07-29,10:07:53,Native Video,4,4,0,0,0,0,0,0,0,0,share,No,0,3133041,0,00:01:34,https://www.facebook.com/groups/643541389464960/permalink/922314214921008,Jack Doss Awesome,https://www.facebook.com/blake.turner.1217/videos/10163836309810608/,,,Blake,Here is y’all a little poem I wrote to sum up America right now.,,,,-4.75
