Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 18:09:30 EDT,2020-07-31,18:09:30,YouTube,9,4,1,0,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924091348076628,Listening to beach boys while cruising Come on guys have some fun today........love Angie,https://www.youtube.com/watch?v=fXEzisSyLF4&feature=share,,,"Beach Boys - Fun, Fun, Fun","Fun, Fun, Fun Beach Boys Lyrics: Well she got her daddy's car And she's cruisin' through the hamburger stand now Seems she forgot all about the library Like ...",,,,-2.11
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 17:56:39 EDT,2020-07-31,17:56:39,Status,34,18,8,2,5,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924085934743836,What a beauitful day I feel happy I'm going for a drive in my new car Loud music up to the country.,,,,,,,,,1.62
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 17:28:13 EDT,2020-07-31,17:28:13,Photo,5,2,0,2,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924073174745112,We all have been Conned Australia. For their future agenda.,,,,,,,,,-4.6
Anti Mask Anti vaccine Pro Freedom,,325450458467336,none,,,2020-08-31 10:29:10 EDT,N/A,N/A,2020-07-31 16:33:42 EDT,2020-07-31,16:33:42,Native Video,1,0,0,0,0,1,0,0,0,0,share,No,0,2753,0,00:00:20,https://www.facebook.com/groups/325450458467336/permalink/335131154165933,https://www.facebook.com/100010162571322/posts/1223912821290792/,https://www.facebook.com/100012121035772/videos/964694597277899/,,,Gavin,"Real Talk 👊🏽

Na the government and scientists have got people acting crazy.🤦🏾‍♂️

Them mask are now gonna be full of food bits and the woman try put the straw up her nose😂😂",,,,-0.92
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39941,N/A,2020-07-31 16:04:54 EDT,2020-07-31,16:04:54,Status,12,7,5,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159504988951789,Is there another platform that this group will be found on if this group is removed from Facebook in the coming weeks/ months?,,,,,,,,,-4.83
Anti Mask Anti vaccine Pro Freedom,,325450458467336,none,,,2020-08-31 10:29:10 EDT,N/A,N/A,2020-07-31 15:37:11 EDT,2020-07-31,15:37:11,Native Video,4,3,0,1,0,0,0,0,0,0,share,No,0,4177541,0,00:05:11,https://www.facebook.com/groups/325450458467336/permalink/335106714168377,https://www.facebook.com/100000935702058/posts/4166961193345030/,https://www.facebook.com/DSouzaDinesh/videos/939034546574118/,,,Dinesh D'Souza,This really says it all.,,,,-0.67
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 15:29:18 EDT,2020-07-31,15:29:18,Photo,12,7,2,1,1,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924015411417555,,,,,,,,,,-1.92
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 15:16:28 EDT,2020-07-31,15:16:28,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924009344751495,,,,,,,,,,-23
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 15:13:10 EDT,2020-07-31,15:13:10,Status,6,5,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924007864751643,,,,,,,,,,-3.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 15:12:05 EDT,2020-07-31,15:12:05,Photo,6,3,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924007348085028,,https://www.facebook.com/photo.php?fbid=167056024890694&set=p.167056024890694&type=3,,They lost me on the effectiveness of the masks when they released prisoners instead of just giving them masks!,Jimmy,,,,,-3.83
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 14:58:20 EDT,2020-07-31,14:58:20,Status,7,5,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/924000128085750,,,,,,,,,,-3
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 14:51:08 EDT,2020-07-31,14:51:08,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/923996074752822,,,,,,,,,,-21
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 14:42:23 EDT,2020-07-31,14:42:23,Native Video,1,1,0,0,0,0,0,0,0,0,share,-,0,2251449,0,01:40:57,https://www.facebook.com/groups/643541389464960/permalink/923991504753279,,,,,,,,,,-19
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 14:02:57 EDT,2020-07-31,14:02:57,Photo,4,2,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494579717397046,,,,,,,,,,-0.76
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39941,N/A,2020-07-31 14:01:44 EDT,2020-07-31,14:01:44,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159503479506789,Organic Holistic Wholesome Wellness Spa - ideally Dr Hauschka users but anything else natural will do. Does anyone know if such a thing exists in the uk for a weekend away? Have a special someone that would love this if I can find it. Thanks everyone x,,,,,,,,,-116
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39941,N/A,2020-07-31 13:53:43 EDT,2020-07-31,13:53:43,Status,4,1,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159504693201789,"Hello, I have a 9 year old son who has allergies to cats and dust. Is there anything that can help him? He's taking benadryl every night and this can't be good long term. I want a better solution. Thank youyou",,,,,,,,,-14.5
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,39941,N/A,2020-07-31 13:47:32 EDT,2020-07-31,13:47:32,Status,9,0,9,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159504378776789,"Hi guys, looking for a little advice please... Baby (20 months) has developed a rash all over (pics in comments). Looks like small individual spots. Not on hands feet or mouth so have ruled out HFM (which he had at 3 months). He’s developed a slight temerature with runny nose but generally well in himself. We gave him a ginger lemon honey tea and temperature came down. Also used some fresh aloe vera from the garden and used topically. Seems to be keeping things at bay but any additional advice would be much appreciated. TIA",,,,,,,,,-6.44
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 13:22:28 EDT,2020-07-31,13:22:28,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/923946261424470,,https://www.gatestoneinstitute.org/16264/france-cathedrals-fire#.Xxv8-kaz5A8.facebook,,,France's Cathedrals on Fire: 'The Final Stage of De-Christianization'?,"""The desecration continues to grow in Europe. Recent acts on statues of the Virgin Mary in French churches show how much these gestures are the result of barbaric hatred. They call for reactions. Catholics can no longer remain silent"". — Cardinal Robert",,,,-21
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 12:44:19 EDT,2020-07-31,12:44:19,Native Video,5,0,1,1,0,1,0,0,2,0,share,-,0,1035274,0,00:39:47,https://www.facebook.com/groups/643541389464960/permalink/923926291426467,,,,,,,,,,-3.8
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 12:41:43 EDT,2020-07-31,12:41:43,Native Video,1,1,0,0,0,0,0,0,0,0,share,-,0,3047046,0,00:05:53,https://www.facebook.com/groups/643541389464960/permalink/923924484759981,,,,,,,,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 12:36:06 EDT,2020-07-31,12:36:06,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/923920978093665,,,,,,,,,,-42
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 11:26:47 EDT,2020-07-31,11:26:47,Photo,4,1,1,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494478190740532,,https://www.facebook.com/photo.php?fbid=10223874930364740&set=p.10223874930364740&type=3,,,Courtney,"I have questions, Fauci. 

In 2005 Fauci had this to say about HCQ:

See comments for link to study. 

Thanks Stefanie for bringing this one to my attention.",,,,-0.76
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 10:35:56 EDT,2020-07-31,10:35:56,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494443037410714,,https://davidicke.com/2020/07/31/bill-gates-called-out-live-on-msm-how-did-this-psychopath-get-to-run-global-health,,,Bill Gates called out live on MSM – how did this psychopath get to run global health?,https://www.youtube.com/watch?v=luOSwBOWa4M,,,,-10
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 10:21:53 EDT,2020-07-31,10:21:53,Native Video,2,0,1,0,1,0,0,0,0,0,share,-,0,2150,0,00:31:04,https://www.facebook.com/groups/643541389464960/permalink/923839791435117,,,,,,,,,,-9.5
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 10:00:43 EDT,2020-07-31,10:00:43,Link,2,0,0,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494421267412891,,http://vaccineimpact.com/2020/fail-the-exact-same-covid-test-will-produce-different-results-depending-on-the-laboratory/,,,FAIL: The Exact Same COVID Test will Produce Different Results Depending on the Laboratory,"In previous articles, I’ve detailed several key reasons why the PCR test is worthless and deceptive. Here I discuss yet another reason: the uniformity of the test has never been properly validated.",,,,-10
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 09:57:41 EDT,2020-07-31,09:57:41,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494419504079734,,http://vaccineimpact.com/2020/america-is-led-by-murderers-what-can-citizens-do/,,,America is Led by Murderers – What Can Citizens Do?,"There is overwhelming evidence that Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases since 1984, is guilty of mass murder. Earning huge profits from the",,,,-40
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 09:49:32 EDT,2020-07-31,09:49:32,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494414574080227,,https://theanswertocancer.com/,,,The Answer To Cancer — FREE 9-Part Documentary Series,During this limited free viewing you'll hear from the world's leading experts in cancer healing and prevention as they share their greatest wisdom on how to...,,,,-40
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 09:40:45 EDT,2020-07-31,09:40:45,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494408640747487,,https://www.jeremyrhammond.com/2020/07/29/how-the-new-york-times-lies-about-sars-cov-2-transmission-part-1/,,,How the New York Times Lies about SARS-CoV-2 Transmission,"The New York Times claims that studies have shown that SARS-CoV-2 is airborne transmissible and that the WHO is wrong to say otherwise, but the WHO is right.",,,,-40
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 08:40:30 EDT,2020-07-31,08:40:30,Photo,23,12,2,9,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/923777778107985,Kim K Glen,,,,,,,,,1
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 08:38:35 EDT,2020-07-31,08:38:35,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/923776694774760,Karen Brewer great work ...very informative.,,,,,,,,,-7.67
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 08:37:58 EDT,2020-07-31,08:37:58,Photo,12,7,1,3,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/923776191441477,Kim K Glen your exactly on the ball.,,,,,,,,,-1.92
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 08:37:28 EDT,2020-07-31,08:37:28,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494370420751309,"Under New York State's Wrongful Death Statute, it is legally better to kill people than to injure them. The bill to correct this inhumane law has been in the state capital since 1994 (S.4006-A.5612). ny.gov",,,,,,,,,-52
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,N/A,N/A,2020-07-31 08:36:37 EDT,2020-07-31,08:36:37,Photo,6,4,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/923775314774898,Kim K Glen good post,,,,,,,,,-3.83
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1842,N/A,2020-07-31 08:05:44 EDT,2020-07-31,08:05:44,Photo,13,0,3,5,0,0,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1494351924086492,,,,,,,,,,-0.24
