Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2354,N/A,2020-11-21 20:20:09 EST,2020-11-22,20:20:09,Photo,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013672435785185,,,,,,,,,,-11.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2354,N/A,2020-11-21 20:14:02 EST,2020-11-22,20:14:02,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013669662452129,,https://www.youtube.com/watch?v=FMisRPu5NEU&feature=share,,,CNN FORCED to Issue Apology after Airing This DESPICABLE Segment,Get The Awesome Solar Night Light Now! Click Here! http://nightsolarlight.com Get 52% OFF Plus FREE SHIPPING At The Link Above ^^^ Get more at http://NextNew...,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2354,N/A,2020-11-21 20:08:13 EST,2020-11-22,20:08:13,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013667119119050,,https://www.youtube.com/watch?v=9uho1oylOBs&feature=share,,,Ingraham: Get ready for the fight of your life,"Laura Ingraham on Joe Biden, Mike Bloomberg's plan to subjugate America to international whims. #FoxNews #IngrahamSubscribe to Fox News! https://bit.ly/2vBUv...",,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2354,N/A,2020-11-21 20:06:51 EST,2020-11-22,20:06:51,Link,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013666475785781,,https://electroverse.net/greenland-gained-a-record-10-billion-tonnes-of-snow-and-ice-yesterday/,,,"The Greenland Ice Sheet GAINED a Record Breaking 10 Billion Tonnes of Snow and Ice Yesterday - it isn't Melting, it's GROWING - Electroverse","Despite decades of doom-and-gloom prophecies, Greenland is currently GAINING record amounts of “mass,” and has been doing so since 2016.",,,,-21
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 18:43:26 EST,2020-11-21,18:43:26,Video,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013631669122595,,https://cb.run/8kr6,,,Anthony,Why Google ban the nurses ??? ,,,,-9.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 18:09:58 EST,2020-11-21,18:09:58,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013618339123928,the independent,,,,,,,,,-44
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 17:57:00 EST,2020-11-21,17:57:00,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013612929124469,,https://www.zerohedge.com/medical/facebook-suppresses-danish-study-questioning-efficacy-masks,,,Facebook Denies 'Science' - Blocks Danish Study Questioning Efficacy Of Masks,"""Here's what happened when I posted our latest @spectator article to Facebook - I'm aware this is happening to others...""",,,,-32
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,95,N/A,2020-11-21 17:51:12 EST,2020-11-21,17:51:12,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/371540890793547,,https://www.facebook.com/photo.php?fbid=2786588738255502&set=p.2786588738255502&type=3,,DO YOU HONESTLY BELIEVE THAT IN 70 YEARS OF RESEARCH AND DEVELOPMENT WE HAVE A 40% EFFECTIVE FLU SHOT BUT IN 10 MONTHS A 90% EFFECTIVE COV-1-9 SHOT??,Laurel,Righhhht!,,,,-0.82
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 17:28:01 EST,2020-11-21,17:28:01,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013600685792360,,,,,,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 17:10:59 EST,2020-11-21,17:10:59,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013593799126382,,https://videos.utahgunexchange.com/watch/dominion-servers-trumps-data-will-quot-shake-the-globalists-to-their-very-core-quot_1rnFe6lJoVPgkp5.html,,,"Dominion servers Trumps. Analysing Data. Be prepared, protect yourself. This revelation will ""shake the globalists to their very core"" They will lash out.","Trump staffer Brian Trascher confirms they did indeed seize the Dominion servers in Germany and are now analyzing the raw data. Trascher then warns his audience, “The things that are going to come out are going to shake",,,,-42
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40818,N/A,2020-11-21 15:29:55 EST,2020-11-21,15:29:55,Status,44,0,42,0,1,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159814692231789,"Can I please post a poop pic in comments? My 2 month old is only pooping every 6-7 days & although I know it’s apparently common for a breastfed baby, I don’t feel he should be in pain & I feel that he really is a couple of days before he finally goes. He can be sitting content one second & then just start screaming & passing gas the next. My other son used to poop a few times a day for months & it was like the usual scrambled egg/breastfed poo but my my second sons nappies are very different as in the pic. His poops were never regular & only went every 2-3 day’s after birth but he had a lot of jaundice from a blood condition & that affected everything from his wakefulness and his hunger to his poo as it stayed black like meconium for a few weeks until his bilirubin levels returned to normal. I’m now left with this situation which is the complete opposite to what I experienced with my first son. He passes so much wind & they are so smelly. He is in a lot of pain when he has these outbursts & takes a while to calm down. I’m not sure about his latch or suck either. It was fantastic after birth but with his bilirubin rising, he became weaker & lost his desire to eat & now I’m struggling to get him back to where I’m happy. His suck isn’t strong like I would like & he falls asleep easily so I have to pump my breast as he feeds to encourage him to take more. He has plenty of wet nappies & gaining approx 180-200grams a week. My first son used to gain 500grams a week & was such a little chunk by 2 months. I’m just curious because they are the same breasts that fed my first son, I thought my second sons weight gain would be a little more, even though it’s considered normal. I’m wondering about tongue tie but we had such an awful experience with correcting my firsts sons tie twice & he is now worse off, I’m nervous to go down that road again. Anyway, sorry for babbling. Just not happy about this pain & the gap between poops. Where would you start at investigating this? He has been at so many hospital appointments since birth so I want to be efficient with whatever avenue I take so we’re not running all around the place. Pic in comments, thank you 🙏",,,,,,,,,1.02
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,95,N/A,2020-11-21 15:27:51 EST,2020-11-21,15:27:51,Photo,3,0,2,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/371477824133187,,https://www.facebook.com/photo.php?fbid=1587066624810125&set=p.1587066624810125&type=3,,"rt.com Download the application RT News Available on the App Store RT LIVE US ELECTION Home UK News UK terrorism chief calls for 'national debate' on criminalizing doubts about Covid-19 vaccine 19 Nov, 2020 17:19 Updated 2 days ago αΛ0ാ Olndns Reuters Dado Ruvic",James,"“UK terrorism chief calls for ‘national debate’ on criminalizing doubts about Covid-19 vaccine “        
How about that ?",,,,-0.82
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 15:01:35 EST,2020-11-21,15:01:35,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013527109133051,"Experts tell us lockdowns are not effective, and yet with the economy collapsing and food supply chains in trouble they are still imposing. Give a listen. ",https://www.bitchute.com/video/ocj6W3VUtQHO/,,,The Writing On The Wall,"It has been made abundantly clear that something big is going to happen this winter. All it the darkest winter, pandemic 2 or anything you want but the food supply chains have been disrupted and the politicians have been warning and implementing man…",,,,-42
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40818,N/A,2020-11-21 14:04:38 EST,2020-11-21,14:04:38,Status,8,0,8,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159814677731789,Hey! Graphic pic in comments My friends mom has some issues with numbness in the fingers and now for the third time the skin is peeling of the tips. She takes various medicines and had it for the first time in june. Any ideas?,,,,,,,,,-5.38
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40818,N/A,2020-11-21 14:01:47 EST,2020-11-21,14:01:47,Status,9,1,8,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159814665666789,My kids primary school have the flumist on Wednesday. I’m thinking about keeping them off untill Monday. What’s people’s thoughts?,,,,,,,,,-4.78
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,95,N/A,2020-11-21 13:34:42 EST,2020-11-21,13:34:42,Photo,4,2,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/371426910804945,,,,,,,,,,-0.76
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 13:09:42 EST,2020-11-21,13:09:42,Native Video,0,0,0,0,0,0,0,0,0,0,share,-,0,42238,0,00:24:53,https://www.facebook.com/groups/643541389464960/permalink/1013469305805498,,,,,,,,,,-38
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1574,N/A,2020-11-21 11:41:10 EST,2020-11-21,11:41:10,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2502590690041830,,https://www.youtube.com/watch?v=l8y9gL3jjbs,,,HOW TO SUE COSTCO (and other retailers that violate the law) - Peggy Hall and John Jay Singleton,"How to Sue Costco. Links will be up to the documents on Monday, Nov 16! www.thehealthyamerican.org Find John Jay Singleton at www.privacyfight.com If you don...",,,,-44
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,95,N/A,2020-11-21 11:38:03 EST,2020-11-21,11:38:03,Status,3,2,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/371367914144178,,,,,,,,,,-0.75
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,95,N/A,2020-11-21 10:44:48 EST,2020-11-21,10:44:48,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/371337020813934,,https://www.facebook.com/photo.php?fbid=10225161608331473&set=gm.371337020813934&type=3,,,,,,,,-0.94
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1574,N/A,2020-11-21 10:21:20 EST,2020-11-21,10:21:20,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2502540323380200,"How the CDC does business to ""get different results."" Like they did with their MMR safety study. It SHOULD have shown the TRUTH. Certain ages of little boys have an over 300% increased chance of getting autism.",https://www.youtube.com/watch?v=SWvDB6jIGAE&t=102s,,,CDC officials admit trying to destroy documents,"High level CDC employees say they changed a grant bidding process to get different results, and then tried to destroy the evidence. WMTW News 8's Paul Merril...",,,,-44
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1574,N/A,2020-11-21 10:08:33 EST,2020-11-21,10:08:33,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2502532426714323,I need it for a group chat in mewe. Eyes are being opened right now!,https://www.facebook.com/100007597984543/posts/2706863799576860/,,,This is a re-share of a post,I can't find online anywhere the video with the audio of Dr. Brian Hooker and Dr. Thompson's recorded conversations about the CDC's MMR safety study. Does anyone have a link? Thanks!,,,,-30
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,95,N/A,2020-11-21 09:40:54 EST,2020-11-21,09:40:54,Photo,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/371303377483965,,,,,,,,,,-0.82
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1574,N/A,2020-11-21 09:29:24 EST,2020-11-21,09:29:24,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2502509596716606,,https://www.facebook.com/100007597984543/posts/2706838506246056/,,,This is a re-share of a post,"No one I know wants the vaccine. 1/2 that I know REALLY don't want it. A few I know would literally die resisting.  People don't always grasp the whole truth when evil is happening. But I think many are getting that the vaccine is very dangerous. I have heard that they are floating the idea of paying people $600 t0 $1,200 dollars to get one. If this is true, it means that they are desperate. They had to increase the ""effectiveness"" of the vaccine to 95%. They know that there is a LOT of resistance. Everyday we have opportunities to spread truth.  Some of my favorite conversations with strangers everyday are about vaccine and CDC facts. Particularly the MMR safety study, how flu vaccine in U.S. increases chance of getting upper respiratory infection by 35% (and how our elderly have been hounded to get the flu vax and that it is a lot stronger than the vaccine that they give younger people), how Italy mandated flu vaccine, then used a new one which increased their chance of getting upper respiratory infection by 65%, more than even here in U.S. The ingredients in vaccines. And my own vaccine injury story. How many people are not able to detox the toxins in them. How this vaccine is an mRNA vaccine.  I give hand-outs to strangers backing up what I am saying. And to doctors and nurses every chance I get. I have spoken to people in waiting rooms at the doctor or in hospitals. Bank tellers. Grocery store clerks, bag boys. People in line at the grocery store. I talk with strangers on the phone, anyone with whom I can start a conversation. If they give me an opening, like, ""Stay safe from the virus,"" that is my cue. I have had long conversations with people who answer the phone for my medical care, with credit card representatives, with nurses on the phone, with ANYONE, and those have ALWAYS gone well. People are eager to hear truth and they have thanked me over and over. I give them websites to go to for more information. I encourage them to research and really dig. I have mentioned front-line doctors, the Highwire, VAXXED, physicians for informed consent, Dr. Humphries, etc. I pass out hand-outs.  My goal is 3 conversations with strangers a day, sometimes I have as many as 10. This is PRECIOUS time and we all have so many opportunities everyday to share truth and encourage others to research beyond mainstream.  Out of at LEAST 900 conversations, I had one lady who was flat out resistant, but that was like 3 years ago. I had a hand-full of resistant, but not rude. And all the rest have politely listened, about 1/3 were so grateful and thankful, some looking up websites on their phone to look at later. Some saw me later and informed me that they had shared with family members what I told them. We are so much more powerful than we know.",,,,-30
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,95,N/A,2020-11-21 08:53:41 EST,2020-11-21,08:53:41,Photo,7,2,1,1,2,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/371277204153249,,https://www.facebook.com/photo.php?fbid=426392491716244&set=p.426392491716244&type=3,,me speaking out about vaccines inchyrremame friendships that are bound to end anyway,GD,🔥 🔥,,,,-0.59
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 08:47:10 EST,2020-11-21,08:47:10,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013319459153816,,https://brandnewtube.com/watch/you-must-watch-amp-share-this-the-covid19-84-genocide-of-2020-claire-edwards_hyPvw9Qeo73IxXw.html,,,YOU MUST WATCH & SHARE THIS: THE COVID19(84) GENOCIDE OF 2020 ~ CLAIRE EDWARDS,VITAL INFORMATION WITHIN THIS VIDEO THAT ALL OF HUMANITY SHOULD BE MADE AWARE OF!! THIS SHOULD BE ALL OVER MAIN STREAM MEDIA....MAIN STREAM SOCIAL MEDIA!!! THE FACT IT IS NOT....SHOULD TELL YOU ALL YOU NEED,,,,-32
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 08:30:18 EST,2020-11-21,08:30:18,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,12677,0,00:01:09,https://www.facebook.com/groups/643541389464960/permalink/1013309699154792,,https://www.facebook.com/paul.stubbs.395/videos/10160293148394128/,,,Paul,"‼️NOW INCASE YOU MISSED IT.... 'INCREDIBLY DODGY DATA'!!

(Aired 5th November 2020 on ITV's This Morning) 

I'M SURPRISED SHE WASN'T CUT OFF EARLIER GIVEN THE KIND OF AUDIENCE THIS SHOW ATTRACTS.

WATCH IF YOU MISSED IT 💥
👇 👇👇👇👇👇👇👇👇👇👇👇",,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 08:20:01 EST,2020-11-21,08:20:01,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013304372488658,,https://www.facebook.com/photo.php?fbid=400513901102420&set=gm.1013304372488658&type=3,,,,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 08:19:51 EST,2020-11-21,08:19:51,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013304272488668,,https://www.facebook.com/photo.php?fbid=400513644435779&set=gm.1013304272488668&type=3,,,Photos from Peter Bodek's post,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 08:18:39 EST,2020-11-21,08:18:39,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013303565822072,Very interesting ! Some PCR test may be positive???? New tests may show that you are negative???,https://www.youtube.com/watch?v=DZjtiqujql8&feature=share,,,Was half of the UK population immune to Covid in June?,Pfizer’s former Chief Scientific Advisor Dr Mike Yeadon believes 50% of the population was already immune to Covid-19 by the time infection rates reduced in ...,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 08:14:16 EST,2020-11-21,08:14:16,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013301299155632,,https://www.bitchute.com/video/wgo21bDRVyPb/,,,"Crimes Against Humanity, fraudulent PCR Tests Taken To Court - Interview with Lawyer Reiner Füllmich",Mirrored from https://www.youtube.com/watch?v=XQYzb5_kax8,,,,-36
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:59:05 EST,2020-11-21,07:59:05,Link,0,0,0,0,0,0,0,0,0,0,,No,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013293415823087,,https://www.facebook.com/groups/643541389464960/permalink/1011960942623001/,,,This is a re-share of a post,,,,,-42
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:45:19 EST,2020-11-21,07:45:19,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013286319157130,,https://www.facebook.com/groups/156977107730312/permalink/3534381746656481/,,"""IF WE MUST DIE, WE DIE DEFENDING OUR RIGHTS"" SITTING BULL",This is a re-share of a post,,,,,-42
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:40:12 EST,2020-11-21,07:40:12,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013283872490708,,https://www.facebook.com/groups/329620620894984/permalink/958886641301709/,,,This is a re-share of a post,"Many former Trump supporters and curious observers have now turned against him while the Trump lawyers are discovering increasing number and depth of electoral fraud. Most people who broadcast these biased, pro-marxist opinions are probably fools but some are working  for the Globalists to sway  public opinion to the corrupt, lying and mentally unfit Biden.",,,,-32
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:37:37 EST,2020-11-21,07:37:37,Photo,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013282585824170,,https://www.facebook.com/photo.php?fbid=10224159128554890&set=gm.958881127968927&type=3,,,Ioni,,,,,-11.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:36:15 EST,2020-11-21,07:36:15,Link,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013281879157574,I miss the days of Lillee and Thomo - Alan Border - Viv Richards - Clive Llyod - Beefy Botham!!! I reckon I'll watch women's cricket from here on.,https://www.news.com.au/sport/cricket/marcus-stoinis-explains-adam-zampa-bromance/news-story/799f86658e3a0c6dff977a72db43663a#.gc3v4|etke9,,,Marcus Stoinis explains Adam Zampa bromance,Marcus Stoinis is a man who will fight for Adam Zampa’s honour.,,,,-10.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:34:58 EST,2020-11-21,07:34:58,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,16625,0,00:18:04,https://www.facebook.com/groups/643541389464960/permalink/1013281182490977,,https://www.facebook.com/rikke.l.andersen.7/videos/10225189978594954/,,,Rikke,,,,,-36
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:27:45 EST,2020-11-21,07:27:45,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,28167,0,00:15:55,https://www.facebook.com/groups/643541389464960/permalink/1013277435824685,,https://www.facebook.com/danjgregory/videos/10158887300237402/,,,Dan,"Legal cases challenging the use of PCR tests as a method for the diagnosis of Covid—19 | Pandemic Podcast

Register here for all the latest content: www.danjgregory.com/pandemic",,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 07:00:25 EST,2020-11-21,07:00:25,Native Video,0,0,0,0,0,0,0,0,0,0,share,-,0,308358,0,00:09:21,https://www.facebook.com/groups/643541389464960/permalink/1013263809159381,,,,,This is a re-share of a post,"Another BRAVE nurse speaks out about the real struggle the human race is currently facing.

Unless the masses consumed by cognitive dissonance start to wake up to what is really going on, we could be in BIG trouble.",,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 06:59:12 EST,2020-11-21,06:59:12,Link,0,0,0,0,0,0,0,0,0,0,,No,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013262645826164,,https://www.facebook.com/groups/329620620894984/permalink/958650817991958/,,,This is a re-share of a post,,,,,-32
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 06:40:02 EST,2020-11-21,06:40:02,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013253395827089,,https://cairnsnews.org/2020/11/21/wall-street-funneling-billions-into-chinas-military-war-chest/,,,Wall Street funneling billions into China’s military war chest,Why do Australian PM Scott Morrison and his Jewish Treasurer Josh Frydenberg suck-up to the communists? from the White House American capital should not be used to finance the development and const…,,,,-42
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1574,N/A,2020-11-21 06:36:31 EST,2020-11-21,06:36:31,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,34588,0,00:17:40,https://www.facebook.com/groups/1605232133111028/permalink/2502401160060783,"One of the best vids that I have seen. How do WE end this? I almost fell out of my chair when listening to this. When people ask me how I go so many places without my mask, I always tell them exactly what she says at 4:45. And I do it with a smile and a direct look into eyes of employees. And usually with my LOVE hat on! FIND YOUR COURAGE. STAND IN YOUR POWER. This is a spiritual war and God does not expect Christians to just roll over. God bless this true patriot for making this vid! https://www.facebook.com/jodiemeschuk/videos/209737053864691",https://www.facebook.com/jodiemeschuk/videos/209737053864691/,,,Jodie Meschuk,"Masks
Target
Sovereign rights 

Lost Courage is an epidemic. 

Liberty is not free my friends.",,,,-22
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 06:29:17 EST,2020-11-21,06:29:17,Photo,9,6,1,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013248039160958,,,,,,,,,,-2.56
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 06:28:00 EST,2020-11-21,06:28:00,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013247365827692,,https://cairnsnews.org/2020/11/21/vaccines-for-sars-mers-and-rsv-have-never-been-approved-mad-rush-for-covid-vaccines-could-have-catastrophic-results/,,,"Vaccines for SARS, MERS and RSV have never been approved. Mad rush for Covid vaccines could have catastrophic results","  COVID‐19 vaccines designed to elicit neutralizing antibodies may sensitize vaccine recipients to more severe disease than if they were not vaccinated. Vaccines for SARS, MERS and RSV have ne…",,,,-32
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 06:21:05 EST,2020-11-21,06:21:05,YouTube,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013244095828019,,https://www.youtube.com/watch?v=b1LiZcqQhQc&feature=share,,,Episode 1193 Scott Adams: I Tell You How Trump Will Win This Legal Battle if he Wants to,"Find my ""extra"" content on Locals: https://ScottAdams.Locals.com Content: ----------- - The election fraud news conference yesterday - Allan Dershowitz: Pres...",,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 06:20:23 EST,2020-11-21,06:20:23,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013243765828052,,,,,,,,,,-50
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2355,N/A,2020-11-21 06:06:02 EST,2020-11-21,06:06:02,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1013235749162187,From the head of the WEF.,,,,,,,,,-7.67
