Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,103,N/A,2020-11-30 21:02:20 EST,2020-12-01,21:02:20,Photo,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/377663803514589,,https://www.facebook.com/photo.php?fbid=10226494989747775&set=p.10226494989747775&type=3,,THESE PEOPLE ARE NOT TAKING THE VACCINE,Missy,😉,,,,-0.56
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1576,N/A,2020-11-30 21:00:51 EST,2020-12-01,21:00:51,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2509499536017612,Vaxxines are NOT free at all.,https://www.facebook.com/democraticsocialismnow/photos/a.386924945075792/1094443647657248/?type=3,,"Richard D. Wolff @profwolff Americans pay more for healthcare b/c of monopoly pricing set together by docs, hospitals, drug&device makers, insurers. Medicare for All program could break that monopoly, cut costs. That's why the monopoly spends so much to fight ""socialized"" medicine.",Democratic Socialism Now,Fight for Medicare For All.,,,,-40
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,103,N/A,2020-11-30 20:59:49 EST,2020-12-01,20:59:49,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/377662523514717,,https://www.facebook.com/photo.php?fbid=4865776473463501&set=p.4865776473463501&type=3,,,Samar,Dan Willersdorf,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2329,N/A,2020-11-30 20:46:53 EST,2020-12-01,20:46:53,Link,6,1,4,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020692525083176,,https://www.nowtheendbegins.com/normalization-of-pedophilia-liberal-left-is-happening-right-now-with-one-california-university-teaching-that-to-students-minor-attracted-persons-maps-lgbtq/?fbclid=IwAR1QJxJPcHH9wB3SMJ2gq1DWWO1XrzHz3snhDvtgVCJ44iq386ZmZNWJ2NU,,,This is a re-share of a post,,,,,-3.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2329,N/A,2020-11-30 20:20:42 EST,2020-12-01,20:20:42,Video,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020681025084326,,https://cairnsnews.org/2020/12/01/attorney-leigh-dundas-on-the-last-48-hours-sidney-powell-and-the-trump-campaign/,,,Attorney Leigh Dundas On The Last 48 Hours: Sidney Powell and the Trump Campaign,A must watch video explains pending US election bombshell about to explode across the world rendering devastating results to the comfort zone facade presented as a done deal,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2329,N/A,2020-11-30 20:12:07 EST,2020-12-01,20:12:07,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020677321751363,,https://www.youtube.com/watch?v=iDMp9SZT2Sk,,,Quarantyranny,Please subscribe to our channel and like this video! Get Book of Ours merchandise: https://www.zazzle.com/store/bookofours This may be the most important vid...,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2329,N/A,2020-11-30 20:08:48 EST,2020-12-01,20:08:48,Photo,6,1,1,1,0,0,0,1,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020675885084840,,https://www.facebook.com/KattersAusParty/photos/a.171238079725269/1711771532338575/?type=3,,"QANTAS SHAME 2000 Qantas ground staff will be axed and the work outsourced QANTAS .............. Spirit of Australia osy S. Paulger for Katter's Australian Party. by 2/321 Sturt Street, Townsville QLD 4810 KAP",Katter's Australian Party,"Their tagline is 'Spirit of Australia', but there is absolutely nothing Australian about this.

According to the article linked below, Qantas is going to axe 2000 ground staff and outsource the work they do.

This is on top of the thousands of staff who have already lost their jobs at the airline this year.

The Transport Workers Union said Qantas' latest decision to sack 2000 ground staff was not a ""COVID response"".

And let's not forget that in the 2019 financial year, Qantas CEO Alan Joyce was paid $24 million. 

What a disgrace.

#KAP #KAPteam #Qantas 

https://www.news.com.au/travel/travel-updates/health-safety/qantas-culls-2000-baggage-handling-jobs-as-part-of-operational-overhaul/news-story/bf365108bf3e9889fb5178eab05f1ca5",,,,-3.83
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2329,N/A,2020-11-30 20:06:46 EST,2020-12-01,20:06:46,Photo,4,2,0,1,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020675045084924,,https://www.facebook.com/photo.php?fbid=3552112261549844&set=p.3552112261549844&type=3,,,Angie,"Australian Senator Bill
Heffernan exposes the truth only for our so called Justice system to slap a suppression order
Of 99 years ,
There excuse was the Australian people will loose confidence in their 
Govt,so these criminals get away with their sick crimes against our little Aussie kids.",,,,-5.75
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2329,N/A,2020-11-30 20:02:02 EST,2020-12-01,20:02:02,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020673118418450,,https://www.facebook.com/photo.php?fbid=1051584445303891&set=p.1051584445303891&type=3,,"9:28 REIGNITE Reignite Democracy REE Australia 11 hrs ---No to V@ccine, YES to travel--- https://www.reintedemocracyau stralia.com.au/no-to-vaccine-ves- to-travel 18,000 signatures so far. One week left to add your name. We'll send a mass email to ALL members of Parliament presenting the data using a heat map. When the MPs hovers over their area they'll see how many of their constituents are against the v@ccine but still plan to travel. Spread it around and be sure to sign it yourself too. I will publish the mass email when it's sent. https://www.reignitedemocracyau stralia.com.au/no-to-vaccine-yes to-travel",Rodney,Sign the petition to be able to fly without a vaccine.,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 19:24:28 EST,2020-12-01,19:24:28,Video,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020657531753342,,https://twitter.com/PaulineHansonOz/status/1333545347029770242?s=20,,,Pauline Hanson 🇦🇺 on Twitter,“.@OneNationAus leader Senator Pauline Hanson calls for the people of Australia to boycott China! https://t.co/H633g8CU76”,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 19:19:57 EST,2020-12-01,19:19:57,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020655365086892,,,,,,,,,,-42
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 18:29:10 EST,2020-11-30,18:29:10,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020634961755599,,https://www.facebook.com/photo.php?fbid=723559715231834&set=p.723559715231834&type=3,,,Jay,''Pay with Plastic to eat our Plastic...'',,,,-7.67
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1576,N/A,2020-11-30 18:10:10 EST,2020-11-30,18:10:10,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2509422209358678,On death traps and lethal weapons ~ See article here at this link: https://wp.me/p2X3AR-JWr - Follow TLB on Twitter at: https://twitter.com/thetlbproject,https://www.facebook.com/TheLibertyBeaconProject/photos/a.223219014477910/2090002714466188/?type=3,,FIGHT BACK UNITE STANDSTRONG On death and lethal PiZι traps weapons industry and featured make moderna article by Lior Lozinsky,The Liberty Beacon,On death traps and lethal weapons ~ See article here at this link: https://wp.me/p2X3AR-JWr - Follow TLB on Twitter at: https://twitter.com/thetlbproject,,,,-20
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:59:54 EST,2020-11-30,17:59:54,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020623178423444,You can beat them!,https://unitedwestandnews.com/facebook-forced-to-issue-correction-after-humiliating-challenge/,,,Facebook Forced to Issue Correction After Humiliating Challenge,"Political commentator Candace Owens challenged a 'false' rating from a third-party Facebook fact-checker and she won. Earlier this month, Owens announced that she was taking legal action against the fact-checkers used by social media platforms. Owens brought the case because she became tired of bein...",,,,-42
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:39:29 EST,2020-11-30,17:39:29,Native Video,3,0,3,0,0,0,0,0,0,0,share,No,0,1364,0,00:01:40,https://www.facebook.com/groups/643541389464960/permalink/1020614855090943,,https://www.facebook.com/100012555548926/videos/1075690902859418/,,,Hanna,The double standard of the government:,,,,-6.33
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:38:55 EST,2020-11-30,17:38:55,Native Video,2,0,2,0,0,0,0,0,0,0,share,-,0,178290,0,00:00:45,https://www.facebook.com/groups/643541389464960/permalink/1020614698424292,,,,,This is a re-share of a post,"Latest Africa arrivals in the Canary Islands awaiting transportation to the Spanish mainland to continue their journey on their pilgrimage to Dover.

No women or children, just the usual young military aged males which gives us every right to be concerned!",,,,-9.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:38:28 EST,2020-11-30,17:38:28,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020614515090977,,,,,,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:36:23 EST,2020-11-30,17:36:23,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,12647,0,00:00:47,https://www.facebook.com/groups/643541389464960/permalink/1020613665091062,,https://www.facebook.com/sheru11/videos/10158880616497929/,,,Sheru,"Today's 'Man of the Match'!!! 🏅, at the Anti-Lockdown Protest in London!!
🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌
Congratulations!! 😄😄😄😄😄

#antilockdownprotest
#london 
#policeescape",,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:35:46 EST,2020-11-30,17:35:46,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,2069,0,00:00:28,https://www.facebook.com/groups/643541389464960/permalink/1020613391757756,,https://www.facebook.com/100012555548926/videos/1076408849454290/,,,Hanna,You have not seen these images today in the press  about France. Why not? Because left and right come together and fight together for a bigger enemy. Government.,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:33:23 EST,2020-11-30,17:33:23,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020612481757847,,,,,,,,,,-46
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,103,N/A,2020-11-30 17:31:27 EST,2020-11-30,17:31:27,Photo,2,0,0,1,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/377544230193213,,https://www.facebook.com/photo.php?fbid=10217946449084839&set=p.10217946449084839&type=3,,,James,"“The issue of how to ""motivate"" vaccine compliance has generated increasing interest, with commentators such as Mike Cernovich writing: ""Government won’t force you to take vaccine. Amazon will. Airlines will. Banks will. You won’t be able to buy, sell, or trade without the vaccine.""”
From Israeli national news",,,,-9.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:25:00 EST,2020-11-30,17:25:00,Native Video,0,0,0,0,0,0,0,0,0,0,share,-,0,172474,0,00:12:25,https://www.facebook.com/groups/643541389464960/permalink/1020609201758175,https://m.facebook.com/story.php?story_fbid=10157856439721728&id=57886636727,,,,,,,,,-38
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40805,N/A,2020-11-30 17:22:43 EST,2020-11-30,17:22:43,Status,10,0,10,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159837080341789,"Hi arnica,..i nee Help!! I have been having stiff neck, shoulder and around/beneath the shoulder blade. I have been doing cupping, it gets better and a mother of 3 boys age range between 4 years and 4 months so full hands on. However lately its been on going, I use black seed oil or pain relief when the pain is too much and annoying... I decided to see a female chiropractor, anyone knows good chiropractor to recommend that would start treatment on the same day based in London Thanks",,,,,,,,,-5.4
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 17:15:39 EST,2020-11-30,17:15:39,Native Video,14,5,4,3,2,0,0,0,0,0,share,No,0,1308,0,00:00:18,https://www.facebook.com/groups/643541389464960/permalink/1020605511758544,,https://www.facebook.com/tony.wilks.7528/videos/723524975235308/,,,Jay,"Alan Joyce gets pied!

I'd say it is about time for another one wouldn't you, you Vaccine plugging little p***k!",,,,-1.36
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40805,N/A,2020-11-30 17:05:00 EST,2020-11-30,17:05:00,Status,16,1,15,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159836788576789,"Hello guys - I wanted to ask about a natural remedy for mood management to cope with anxiety/depression. I’ve heard about evening primrose oil (which I tried, inconsistently).",,,,,,,,,-3.38
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40805,N/A,2020-11-30 17:04:58 EST,2020-11-30,17:04:58,Status,3,0,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159836780486789,Has anyone got any suggestions for Perioral Dermatitis ?,,,,,,,,,-18
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40805,N/A,2020-11-30 17:04:53 EST,2020-11-30,17:04:53,Status,43,5,37,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159836913561789,What’s the best way to treat restless legs ? TIA,,,,,,,,,-1.26
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40805,N/A,2020-11-30 17:04:41 EST,2020-11-30,17:04:41,Status,2,0,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159837025531789,"Hi everyone, hope you are all ok. Does anyone know any omega 3 supplements that are good?",,,,,,,,,-27
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 16:55:18 EST,2020-11-30,16:55:18,Status,2,1,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020596488426113,,,,,,,,,,-10.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 16:38:45 EST,2020-11-30,16:38:45,YouTube,9,4,4,0,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020589381760157,Could this be how Labor got QLD back ?,https://www.youtube.com/watch?v=VpNZattlJv4&feature=share,,,How it was done | Michelle Malkin,"Michelle Malkin investigates the history of systems used to calculate results from November's big race, and presents claims that suggest the winners and lose...",,,,-2.11
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 16:37:39 EST,2020-11-30,16:37:39,Photo,7,3,2,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020588978426864,,,,,,,,,,-3.29
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 16:15:37 EST,2020-11-30,16:15:37,Native Video,2,1,0,1,0,0,0,0,0,0,share,-,0,18199310,0,00:05:42,https://www.facebook.com/groups/643541389464960/permalink/1020579895094439,"His mother would be so proud of him,this is what Hard work belief in your self as not a victim makes life worth living The right to choose your own destiny, socialism Will destroy the country And the human spirit to be the best they can be.",,,,,,,,,-9.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 15:24:55 EST,2020-11-30,15:24:55,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020553851763710,,https://www.youtube.com/watch?v=KgzQuE1pR1w&feature=share,,,Bill Hicks - It's Just A Ride,"Revelations is Bill Hicks’ last special ever, taped in 1992, and features him at the height of his genius. Recorded at the Dominion Theatre in London, Bill H...",,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 15:16:00 EST,2020-11-30,15:16:00,Native Video,2,1,0,0,1,0,0,0,0,0,share,No,0,944676,0,00:03:49,https://www.facebook.com/groups/643541389464960/permalink/1020549851764110,,https://www.facebook.com/DonaldJTrumpJr/videos/2052616668211238/,,,Donald Trump Jr.,"Stand with my Father.

Stand with the truth. 

Stand with the American Republic.

If we lose fair and square, that's fine. But we won't let anyone steal this before we know the truth.",,,,-9.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 15:15:26 EST,2020-11-30,15:15:26,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020549565097472,,,,,,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 15:12:46 EST,2020-11-30,15:12:46,Native Video,0,0,0,0,0,0,0,0,0,0,share,-,0,68504,0,00:10:39,https://www.facebook.com/groups/643541389464960/permalink/1020548231764272,,,,,,,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 15:11:53 EST,2020-11-30,15:11:53,Native Video,1,1,0,0,0,0,0,0,0,0,share,-,0,220255,0,05:24:43,https://www.facebook.com/groups/643541389464960/permalink/1020547771764318,,,,,,,,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 15:05:59 EST,2020-11-30,15:05:59,Native Video,0,0,0,0,0,0,0,0,0,0,share,-,0,1433647,0,00:04:22,https://www.facebook.com/groups/643541389464960/permalink/1020544001764695,A man with guts of steel Donald Trump.,,,,,,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2330,N/A,2020-11-30 15:01:02 EST,2020-11-30,15:01:02,Photo,8,3,5,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/1020541385098290,Some of you need to start think outside of what you are being told.,https://www.facebook.com/photo.php?fbid=3552119021549168&set=p.3552119021549168&type=3,,WHY DID CHINA RECOVER WITHOUT A VACCINE? AND WHY DOESN'T ANYBODY TALK ABOUT IT?,Angie,Some of you need to start think outside of what you are being told.,,,,-2.88
